,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
1075,TOVX,"Theriva Biologics, Inc.",7.67M,1.67%,15648,-
1076,NURO,"NeuroMetrix, Inc.",7.63M,-0.78%,11786,5.90M
1077,EIGR,"Eiger BioPharmaceuticals, Inc.",7.60M,-3.56%,16214,14.67M
1078,GCTK,"GlucoTrack, Inc.",7.58M,0.65%,50449,-
1079,NEXI,"NexImmune, Inc.",7.56M,-4.30%,29884,-
1080,PSTV,"Plus Therapeutics, Inc.",7.53M,4.85%,56193,4.91M
1081,KTTA,Pasithea Therapeutics Corp.,7.50M,0.57%,515,240.71K
1082,HPCO,"Hempacco Co., Inc.",7.42M,-4.84%,210041,2.53M
1083,CELZ,"Creative Medical Technology Holdings, Inc.",7.41M,3.38%,64771,24.60K
1084,AIMD,"Ainos, Inc.",7.20M,-6.20%,89296,-
1085,TTNP,"Titan Pharmaceuticals, Inc.",7.00M,16.15%,27226,306.00K
1086,SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",6.99M,10.82%,48314,-
1087,APDN,"Applied DNA Sciences, Inc.",6.88M,-1.08%,236741,9.00M
1088,AZTR,"Azitra, Inc.",6.87M,-3.77%,149128,686.00K
1089,BCEL,"Atreca, Inc.",6.74M,-14.57%,598722,-
1090,XBIO,"Xenetic Biosciences, Inc.",6.70M,2.47%,4642,2.35M
1091,TENX,"Tenax Therapeutics, Inc.",6.67M,-1.83%,92548,-
1092,KA,"Kineta, Inc.",6.55M,-10.76%,223562,3.31M
1093,SNGX,"Soligenix, Inc.",6.53M,-2.64%,82509,839.36K
1094,GTBP,"GT Biopharma, Inc.",6.50M,0.65%,2187,-
1095,UPC,Universe Pharmaceuticals INC,6.31M,-5.13%,19433,32.31M
1096,OGEN,"Oragenics, Inc.",6.27M,-2.78%,34222,37.65K
1097,ENVB,"Enveric Biosciences, Inc.",6.26M,-1.82%,124815,-
1098,SONN,"Sonnet BioTherapeutics Holdings, Inc.",6.20M,20.24%,140992,129.18K
1099,ALZN,"Alzamend Neuro, Inc.",6.16M,-4.12%,53791,-
1100,PULM,"Pulmatrix, Inc.",6.14M,-1.75%,10780,6.80M
1101,VIRI,"Virios Therapeutics, Inc.",6.10M,1.15%,83392,-
1102,VVOS,"Vivos Therapeutics, Inc.",6.10M,5.63%,49728,14.50M
1103,MYMD,"MyMD Pharmaceuticals, Inc.",6.02M,-7.10%,31140,-
1104,GNPX,"Genprex, Inc.",6.00M,-2.88%,37193,-
1105,KZIA,Kazia Therapeutics Limited,5.90M,0.63%,111880,15.86K
1106,DRUG,Bright Minds Biosciences Inc.,5.90M,-0.76%,15449,-
1107,ATXI,"Avenue Therapeutics, Inc.",5.88M,0.77%,2453791,-
1108,CLVR,Clever Leaves Holdings Inc.,5.81M,-1.48%,3455,17.39M
1109,CING,Cingulate Inc.,5.81M,-5.83%,169969,-
1110,AFIB,"Acutus Medical, Inc.",5.71M,5.92%,280882,19.66M
1111,SSY,"SunLink Health Systems, Inc.",5.70M,6.58%,1928,39.59M
1112,XCUR,"Exicure, Inc.",5.68M,7.53%,27116,23.79M
1113,ADTX,"Aditxt, Inc.",5.61M,-9.65%,65805,749.48K
1114,SISI,"Shineco, Inc.",5.50M,7.68%,38177,3.43M
1115,SILO,"Silo Pharma, Inc.",5.31M,8.88%,86313,72.10K
1116,LIPO,Lipella Pharmaceuticals Inc.,5.26M,2.12%,43237,449.62K
1117,EVOK,"Evoke Pharma, Inc.",5.26M,-4.76%,112575,5.18M
1118,LIXT,"Lixte Biotechnology Holdings, Inc.",5.20M,2.21%,3392,-
1119,PXMD,"PaxMedica, Inc.",5.19M,7.27%,510014,-
1120,MDGS,Medigus Ltd.,5.12M,0.75%,736,83.45M
1121,PTIX,"Protagenic Therapeutics, Inc.",5.10M,0.88%,18256,-
1122,IMCC,IM Cannabis Corp.,5.07M,11.88%,724012,58.35M
1123,HSDT,"Helius Medical Technologies, Inc.",5.06M,-0.35%,8172,792.00K
1124,HOTH,"Hoth Therapeutics, Inc.",5.04M,-,39283,-
1125,BSGM,"BioSig Technologies, Inc.",4.95M,0.23%,264775,141.00K
1126,LFLY,"Leafly Holdings, Inc.",4.90M,-2.22%,38972,44.62M
1127,CJJD,"China Jo-Jo Drugstores, Inc.",4.90M,-1.69%,21053,148.81M
1128,VRPX,"Virpax Pharmaceuticals, Inc.",4.88M,8.71%,15564,-
1129,OPGN,"OpGen, Inc.",4.82M,-2.10%,74938,3.07M
1130,XTLB,XTL Biopharmaceuticals Ltd.,4.80M,-7.37%,2368,-
1131,RHE,"Regional Health Properties, Inc.",4.71M,3.38%,4188,22.80M
1132,TCBP,TC Biopharm (Holdings) Plc,4.66M,-12.50%,620592,3.61M
1133,OTRK,"Ontrak, Inc.",4.59M,3.96%,565450,11.71M
1134,ARTL,"Artelo Biosciences, Inc.",4.59M,-4.00%,15906,-
1135,STSS,"Sharps Technology, Inc.",4.58M,6.67%,177682,-
1136,BPTS,Biophytis S.A.,4.57M,4.73%,2700,-
1137,AEMD,"Aethlon Medical, Inc.",4.53M,2.37%,3165,574.25K
1138,VERO,Venus Concept Inc.,4.45M,-2.85%,33264,82.51M
1139,ZCMD,Zhongchao Inc.,4.42M,-,33198,17.23M
1140,SCPX,Scorpius Holdings Inc,4.40M,5.46%,747736,2.23M
1141,PALI,"Palisade Bio, Inc.",4.37M,-4.88%,163032,250.00K
1142,PHIO,Phio Pharmaceuticals Corp.,4.34M,0.81%,203648,-
1143,LUCY,"Innovative Eyewear, Inc.",4.28M,2.29%,101758,603.79K
1144,SNPX,"Synaptogenix, Inc.",4.18M,12.22%,400129,-
1145,FNCH,"Finch Therapeutics Group, Inc.",4.10M,3.44%,4092,115.00K
1146,MGRX,"Mangoceuticals, Inc.",4.07M,18.54%,679026,496.06K
1147,GOVX,"GeoVax Labs, Inc.",4.04M,-8.82%,61373,-
1148,CMND,Clearmind Medicine Inc.,4.03M,4.96%,13427,-
1149,AVTX,"Avalo Therapeutics, Inc.",4.01M,-12.60%,28804,2.25M
1150,RSLS,ReShape Lifesciences Inc.,3.96M,-3.85%,229767,9.81M
1151,CPHI,"China Pharma Holdings, Inc.",3.95M,3.53%,63802,7.78M
1152,IONM,Assure Holdings Corp.,3.94M,-4.28%,1428658,3.57M
1153,AVGR,"Avinger, Inc.",3.89M,3.19%,29113,7.75M
1154,ZVSA,"ZyVersa Therapeutics, Inc.",3.77M,-2.30%,417362,-
1155,PCSA,"Processa Pharmaceuticals, Inc.",3.74M,-1.79%,31641,-
1156,NXL,"Nexalin Technology, Inc.",3.71M,-9.42%,72202,128.64K
1157,KTRA,"Kintara Therapeutics, Inc.",3.67M,-6.09%,8956476,-
1158,IBIO,"iBio, Inc.",3.66M,-7.89%,55796,50.00K
1159,VTAK,"Catheter Precision, Inc.",3.65M,-26.76%,21482,314.00K
1160,NBSE,"NeuBase Therapeutics, Inc.",3.61M,5.44%,86359,-
1161,JAGX,"Jaguar Health, Inc.",3.55M,-6.79%,28697870,10.72M
1162,ONCO,Onconetix Inc,3.55M,-3.69%,111775,-
1163,PTPI,"Petros Pharmaceuticals, Inc.",3.35M,10.14%,797410,6.98M
1164,ISPC,iSpecimen Inc.,3.34M,7.94%,35003,9.93M
1165,SBFM,"Sunshine Biopharma, Inc.",3.27M,20.00%,7025008,20.35M
1166,CYCC,"Cyclacel Pharmaceuticals, Inc.",3.20M,-1.62%,25378,389.00K
1167,PRFX,PainReform Ltd.,3.18M,-3.16%,11357,-
1168,BPTH,"Bio-Path Holdings, Inc.",3.12M,-10.16%,15835,-
1169,WINT,"Windtree Therapeutics, Inc.",3.12M,-5.56%,41199,-
1170,CYTO,Altamira Therapeutics Ltd.,3.09M,2.98%,23314,-902.13K
1171,BDRX,Biodexa Pharmaceuticals Plc,3.06M,5.41%,88420,377.22K
1172,CNSP,"CNS Pharmaceuticals, Inc.",3.00M,-7.12%,105230,-
1173,FOXO,FOXO Technologies Inc.,2.93M,-2.29%,883112,453.00K
1174,APVO,Aptevo Therapeutics Inc.,2.85M,-,18826,-
1175,SPRC,SciSparc Ltd.,2.84M,-8.11%,223840,3.32M
1176,TNON,"Tenon Medical, Inc.",2.82M,-,220216,2.40M
1177,NUWE,"Nuwellis, Inc.",2.78M,0.76%,233169,8.86M
1178,INVO,"INVO Bioscience, Inc.",2.72M,-5.50%,17357,1.92M
1179,BIOL,"BIOLASE, Inc.",2.67M,3.04%,1470457,49.73M
1180,SXTP,"60 Degrees Pharmaceuticals, Inc.",2.63M,-3.06%,226967,-209.26K
1181,ADIL,"Adial Pharmaceuticals, Inc.",2.63M,-9.20%,291909,-
1182,SLRX,"Salarius Pharmaceuticals, Inc.",2.56M,4.48%,11851,-
1183,ATNF,180 Life Sciences Corp.,2.55M,-2.78%,64409,-
1184,ACON,"Aclarion, Inc.",2.50M,14.38%,1915601,84.13K
1185,ENSC,"Ensysce Biosciences, Inc.",2.50M,6.55%,228465,-
1186,THMO,"ThermoGenesis Holdings, Inc.",2.38M,7.46%,15019,9.72M
1187,INM,InMed Pharmaceuticals Inc.,2.18M,2.89%,67558,5.49M
1188,SCNI,Scinai Immunotherapeutics Ltd.,2.18M,-0.50%,8238,-
1189,ALLR,"Allarity Therapeutics, Inc.",2.16M,-0.89%,146834,-
1190,SNOA,"Sonoma Pharmaceuticals, Inc.",2.14M,1.78%,210612,12.31M
1191,DYNT,Dynatronics Corporation,2.11M,-5.91%,7836,35.18M
1192,YCBD,"cbdMD, Inc.",2.09M,-5.48%,26955,23.45M
1193,WORX,SCWorx Corp.,2.08M,-,70578,3.92M
1194,BBLG,Bone Biologics Corporation,2.05M,-2.92%,12167,-
1195,LSDI,Lucy Scientific Discovery Inc.,2.03M,-21.43%,821013,16.73K
1196,QLGN,"Qualigen Therapeutics, Inc.",2.02M,-6.28%,231492,4.62M
1197,VRAX,Virax Biolabs Group Limited,2.01M,-1.65%,26866,79.30K
1198,BTTX,"Better Therapeutics, Inc.",1.91M,27.43%,200546834,-
1199,AMPE,"Ampio Pharmaceuticals, Inc.",1.85M,-0.61%,28642,-
1200,NAOV,"NanoVibronix, Inc.",1.83M,-1.23%,37852,1.00M
1201,TIVC,"Tivic Health Systems, Inc.",1.80M,2.44%,17079,1.23M
1202,QNRX,"Quoin Pharmaceuticals, Ltd.",1.80M,-4.30%,242166,-
1203,AGRX,"Agile Therapeutics, Inc.",1.61M,-8.14%,800472,19.97M
1204,BJDX,"Bluejay Diagnostics, Inc.",1.47M,-,15664,-
1205,BACK,"IMAC Holdings, Inc.",1.46M,-4.44%,22723,8.47M
1206,DRMA,"Dermata Therapeutics, Inc.",1.42M,-0.50%,135531,-
1207,AKAN,Akanda Corp.,1.39M,8.35%,724602,3.94M
1208,GLMD,Galmed Pharmaceuticals Ltd.,1.22M,-12.73%,3450208,-
1209,THAR,"Tharimmune, Inc.",1.18M,-2.26%,119762,-
1210,SINT,"Sintx Technologies, Inc.",1.09M,-1.11%,383036,2.49M
1211,SXTC,"China SXT Pharmaceuticals, Inc.",984.03K,-1.14%,115769,33.62K
1212,MOTS,"Motus GI Holdings, Inc.",977.27K,-1.30%,142736,364.00K
1213,REVB,"Revelation Biosciences, Inc.",955.34K,2.12%,70635,-
1214,NBY,"NovaBay Pharmaceuticals, Inc.",914.10K,3.93%,1002560,14.64M
1215,GRI,"GRI Bio, Inc.",746.78K,-0.43%,101553,-
1216,RNAZ,"TransCode Therapeutics, Inc.",729.95K,0.16%,140054,-
